"","docsequence","docid","docyear","doctype","allsubject","broadsubj","personalevent","wwritten","docauthorid","docauthorname","language","editor","briefname","nationality","birthyear","deathyear","birthplace","deathplace","ageatdeath","nativeoccupation","yearimmigration","stayednorthamerica","agewriting","marriagestatus","maternalstatus","authorgeneration","authorgender","culturalheritage","religion","northamericanoccupation"
"267",10,"S11073-D010",1941,"Letter","Spouses; Relationships","Relationships",NA,"Seattle, WA; Washington; United States; Pacific Northwest; Western States; West Coast States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",49,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"268",11,"S11073-D011",1941,"Letter","Internment camps; Politics; Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",49,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"269",12,"S11073-D012",1941,"Letter","Correspondence; Dormitories; Internment camps; Winter; Intellectual life; Communities; Politics; Environment; Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","Intellectual life; Communities; Politics; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",49,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"270",13,"S11073-D013",1942,"Letter","Internment camps; Winter; Politics; Environment","Politics; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",49,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"271",14,"S11073-D014",1942,"Letter","Internment camps; Winter; Politics; Environment","Politics; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",49,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"272",16,"S11073-D016",1942,"Letter","Winter; Environment","Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"273",18,"S11073-D018",1942,"Letter","Birthdays; Parties; Winter; Relationships; Entertainment and recreation; Environment","Relationships; Entertainment and recreation; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"274",19,"S11073-D019",1942,"Letter","Correspondence; Internment camps; Meals; Intellectual life; Politics; Health","Intellectual life; Politics; Health",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"275",20,"S11073-D020",1942,"Letter","Church services; Friends; Religion; Relationships","Religion; Relationships",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"276",22,"S11073-D022",1942,"Letter","Correspondence; Newspapers; Taxation; Intellectual life; Economics","Intellectual life; Economics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"277",23,"S11073-D023",1942,"Letter","Correspondence; Identification documents; Winter; Intellectual life; Domestic life; Environment","Intellectual life; Domestic life; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"278",24,"S11073-D024",1942,"Letter","Correspondence; Worship; Intellectual life; Religion","Intellectual life; Religion",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"279",26,"S11073-D026",1942,"Letter","Correspondence; Intellectual life","Intellectual life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"280",29,"S11073-D029",1942,"Letter","Taxation; Economics","Economics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"281",30,"S11073-D030",1942,"Letter","Exercise; Lectures; Winter; Health; Intellectual life; Environment","Health; Intellectual life; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"282",31,"S11073-D031",1942,"Letter","Personal papers; Property; Intellectual life; Domestic life","Intellectual life; Domestic life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"283",32,"S11073-D032",1942,"Letter","Friends; Winter; Relationships; Environment","Relationships; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"284",34,"S11073-D034",1942,"Letter","Internment camps; Musical performances; Politics; Intellectual life","Politics; Intellectual life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"285",35,"S11073-D035",1942,"Letter","Birthdays; Correspondence; Students; Relationships; Intellectual life; Education","Relationships; Intellectual life; Education",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"286",36,"S11073-D036",1942,"Letter","Correspondence; Meals; Intellectual life; Health","Intellectual life; Health",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"287",37,"S11073-D037",1942,"Letter","Internment camps; Meals; Spring; Politics; Health; Environment","Politics; Health; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"288",38,"S11073-D038",1942,"Letter","Evacuations; Politics","Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"289",39,"S11073-D039",1942,"Letter","Correspondence; Evacuations; Intellectual life; Politics","Intellectual life; Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"290",41,"S11073-D041",1942,"Letter","Power of attorney; Law","Law",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"291",43,"S11073-D043",1942,"Letter","Classes; Internment camps; Spring; Education; Politics; Environment","Education; Politics; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"292",44,"S11073-D044",1942,"Letter","Correspondence; Intellectual life","Intellectual life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"293",45,"S11073-D045",1942,"Letter","Correspondence; Intellectual life","Intellectual life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"294",47,"S11073-D047",1942,"Letter","Correspondence; Evacuations; Intellectual life; Politics","Intellectual life; Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"295",48,"S11073-D048",1942,"Letter","Church services; Easter; Religion","Religion",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"296",50,"S11073-D050",1942,"Letter","Correspondence; Intellectual life","Intellectual life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"297",51,"S11073-D051",1942,"Letter","Correspondence; Power of attorney; Intellectual life; Law","Intellectual life; Law",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"298",53,"S11073-D053",1942,"Letter","Correspondence; Evacuations; Intellectual life; Politics","Intellectual life; Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"299",54,"S11073-D054",1942,"Letter","Censorship; Evacuations; Politics","Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"300",56,"S11073-D056",1942,"Letter","Weather; Environment","Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"301",57,"S11073-D057",1942,"Letter","Correspondence; Intellectual life","Intellectual life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"302",59,"S11073-D059",1942,"Letter","Correspondence; Crafts; Intellectual life; Domestic life","Intellectual life; Domestic life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"303",61,"S11073-D061",1942,"Letter","Evacuations; Household moves; Internment camps; Politics; Domestic life","Politics; Domestic life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"304",63,"S11073-D063",1942,"Letter","Crafts; Magazines; Musical performances; Spring; Domestic life; Intellectual life; Environment","Domestic life; Intellectual life; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"305",64,"S11073-D064",1942,"Letter","Mountains; Storms; Environment","Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"306",65,"S11073-D065",1942,"Letter","Crafts; Hobbies; Domestic life; Entertainment and recreation","Domestic life; Entertainment and recreation",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"307",67,"S11073-D067",1942,"Letter","Crafts; Hobbies; Domestic life; Entertainment and recreation","Domestic life; Entertainment and recreation",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"308",68,"S11073-D068",1942,"Letter","Internment camps; Meals; Politics; Health","Politics; Health",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"309",69,"S11073-D069",1942,"Letter","Correspondence; Internment camps; Intellectual life; Politics","Intellectual life; Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"310",70,"S11073-D070",1942,"Letter","Internment camps; Politics","Politics",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"311",71,"S11073-D071",1942,"Letter","Lectures; Intellectual life","Intellectual life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"312",72,"S11073-D072",1942,"Letter","Correspondence; Friends; Intellectual life; Relationships","Intellectual life; Relationships",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"313",73,"S11073-D073",1942,"Letter","Correspondence; Intellectual life","Intellectual life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"314",74,"S11073-D074",1942,"Letter","Summer; Environment","Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"315",76,"S11073-D076",1942,"Letter","Friends; Rivers; Relationships; Environment; Pend Oreille River; United States; Pacific Northwest; Western States; West Coast States; North America","Relationships; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"316",78,"S11073-D078",1942,"Letter","Storms; Environment","Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"317",79,"S11073-D079",1942,"Letter","Correspondence; Worship; Intellectual life; Religion","Intellectual life; Religion",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"318",80,"S11073-D080",1942,"Letter","Baseball; Entertainment and recreation","Entertainment and recreation",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"319",83,"S11073-D083",1942,"Letter","Bathing; Summer; Health; Environment","Health; Environment",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
"320",84,"S11073-D084",1942,"Letter","Baseball; Films; Entertainment and recreation; Intellectual life","Entertainment and recreation; Intellectual life",NA,"Missoula, MT; Montana; United States; Western States; Rocky Mountain States; North America","per0025401","Matsushita, Iwao, 1892-1972","English","Fiset, Louis","Iwao Matsushita","United States",1892,1972,"Hiroshima, Hiroshima, Japan; Hiroshima, Japan; Japan; East Asia; Asia",NA,80,"Teacher",1919,"Stayed",50,"Married","Childless","First","M","Japanese; Asian","Methodist; Christian","Cook; Secretary; Teacher; Writer"
